key,zh,en
case.phases.phase-04.screens.products-kiyomi.title,Kiyomi 产品系列,Kiyomi Product Series
case.phases.phase-04.screens.products-kiyomi.content,"用「工艺升级 + 3D 打样验证 + 配套包装系统」的全链路设计，将概念方案落地为量产标准，确保产品在工艺升级后仍能保持视觉一致性与品牌识别度。","Using a full-chain design approach of「craft upgrades + 3D proofing verification + supporting packaging systems」to transform concept designs into mass production standards, ensuring products maintain visual consistency and brand recognition after craft upgrades."
case.phases.phase-04.screens.products-spark.title,Spark 产品系列,Spark Product Series
case.phases.phase-04.screens.products-spark.content,"用「本地化合规信息 + 语言版式 + 口味识别」的模块化设计，把同一产品按不同出口市场的法规要求与消费者偏好，适配为符合当地标准的包装版本。","Using a modular design of「localized compliance information + language formats + flavor identification」to adapt the same product to packaging versions that meet local standards based on different export market regulations and consumer preferences."
case.phases.phase-04.screens.products-addone.title,Addone 产品系列,Addone Product Series
case.phases.phase-04.screens.products-addone.content,"用「印尼本地化合规包装 + 系列配色识别」的模块化设计，满足印尼市场的法规标注要求，同时通过统一的配色语言建立系列产品的视觉关联。","Using a modular design of「Indonesian localized compliance packaging + series color identification」to meet Indonesian market regulatory labeling requirements while establishing visual connections between series products through unified color language."
case.phases.phase-04.screens.products-mingcang.title,Mingcang 产品系列,Mingcang Product Series
case.phases.phase-04.screens.products-mingcang.content,"用「CMF 概念分层」的设计方法，通过材质、工艺与配色的组合变化，在统一的产品形态下实现不同价格档位与目标人群的差异化定位。","Using a「CMF concept layering」design method to achieve differentiated positioning for different price tiers and target audiences through combinations of materials, craftsmanship, and color schemes within a unified product form."
case.phases.phase-04.screens.products-mistflow.title,Mist Flow 产品系列,Mist Flow Product Series
case.phases.phase-04.screens.products-mistflow.content,"用「包装结构信息层级 + 关键卖点标识」的设计策略，把产品核心卖点与使用信息按视觉优先级呈现，确保货架陈列与电商详情页的高效信息传达。","Using a design strategy of「packaging structure information hierarchy + key selling point identification」to present product core selling points and usage information according to visual priority, ensuring efficient information communication on retail shelves and e-commerce detail pages."
case.phases.phase-04.screens.offline-badges.title,徽章系列,Badge Series
case.phases.phase-04.screens.offline-badges.content,"用「统一品牌识别语言」的徽章设计体系，将核心品牌符号延伸至线下周边物料，通过徽章形式强化品牌触点与用户粘性。","Using a unified brand identity language in the badge design system, extending core brand symbols to offline peripheral materials, strengthening brand touchpoints and user engagement through badge forms."
case.phases.phase-04.screens.offline-display-stands.title,展架系列,Display Stand Series
case.phases.phase-04.screens.offline-display-stands.content,"用「统一视觉语言 + 模块化陈列系统」的展架设计，将品牌形象延伸至零售终端，实现高效的货架表达与场景化品牌触点。","Using a unified visual language and modular display system in the stand design, extending brand image to retail terminals for efficient shelf expression and scenario-based brand touchpoints."
case.phases.phase-04.screens.offline-items.title,周边物品系列,Branded Items Series
case.phases.phase-04.screens.offline-items.content,"用「品牌符号延伸」的设计思路，将视觉语言渗透至线下周边物品，通过实物触点建立多维度的品牌体验与用户认知。","Using a brand symbol extension design approach to permeate visual language into offline branded items, establishing multi-dimensional brand experience and user recognition through physical touchpoints."
case.phases.phase-04.screens.offline-stickers.title,贴纸系列,Sticker Series
case.phases.phase-04.screens.offline-stickers.content,"用「低成本高频触达」的贴纸物料策略，将品牌视觉以轻量化形式植入日常场景，强化品牌曝光与用户自传播。","Using a low-cost high-frequency touchpoint sticker strategy to embed brand visuals in daily scenarios in a lightweight form, reinforcing brand exposure and user-driven communication."
case.phases.phase-04.screens.offline-signs-irregular.title,立牌系列（不规则）,Irregular Stand Signs
case.phases.phase-04.screens.offline-signs-irregular.content,"用「异形裁切 + 品牌视觉强化」的立牌设计，以不规则轮廓突破陈列噪音，实现零售终端的视觉抢夺与品牌记忆点植入。","Using irregular die-cut shapes and brand visual reinforcement in stand sign design to break through display noise, achieving visual capture and brand memory implantation at retail terminals."
case.phases.phase-04.screens.offline-door-posters.title,门帖系列,Door Poster Series
case.phases.phase-04.screens.offline-door-posters.content,"用「高触达场景物料」的门帖设计，在用户进店前建立第一视觉印象，以低成本实现高频次的品牌曝光与入店引导。","Using high-touchpoint scenario door poster design to establish first visual impressions before customers enter, achieving high-frequency brand exposure and store entry guidance at low cost."
case.phases.phase-04.screens.offline-signs-regular.title,立牌系列（规则）,Regular Stand Signs
case.phases.phase-04.screens.offline-signs-regular.content,"用「标准化版式 + 系列视觉语言」的立牌设计，在统一的尺寸规格下实现系列产品的整体陈列与品牌一致性表达。","Using standardized layout and series visual language in stand sign design to achieve cohesive product display and consistent brand expression within unified size specifications."
case.phases.phase-04.screens.closing.title
case.phases.phase-04.screens.closing.content,并以「跨市场快速适配」支持高频投放与渠道协同。,Supporting high-frequency deployment and channel collaboration through 「cross-market rapid adaptation」.
case.phases.phase-04.screens.closing.summary,用「KV 套件系统」固定版式规则与信息层级，拆分可变字段与素材模块，并以「跨市场快速适配」支持高频投放与渠道协同。,"Using 「KV Kit System」 to establish layout rules and information hierarchy, separating variable fields and asset modules, supporting high-frequency deployment and channel collaboration through 「cross-market rapid adaptation」."
